Category,Dictonary_Name,Parameter Name,Parameter Description,amount,unit,uncertainty_type,loc,scale,shape,minimum,maximum,Reference,Comment
Amendment PFAS Concentration,AmndPFAS,5:3FTCA,5:3FTCA concentration - dry mass,0,10e-6g/kg,,,,,,,,Check for data! **New Compound**
Amendment PFAS Concentration,AmndPFAS,6:2FTCA,6:2FTCA concentration - dry mass,0,10e-6g/kg,,,,,,,,Check for data! **New Compound**
Amendment PFAS Concentration,AmndPFAS,7:3FTCA,7:3FTCA concentration - dry mass,0,10e-6g/kg,,,,,,,,Check for data! **New Compound**
Amendment PFAS Concentration,AmndPFAS,6:2FTS,6:2FTS concentration - dry mass,0,10e-6g/kg,,,,,,,,Check for data! **New Compound**
Amendment PFAS Concentration,AmndPFAS,MeFBSAA,MeFBSAA concentration - dry mass,0,10e-6g/kg,,,,,,,,Check for data! **New Compound**
Amendment PFAS Concentration,AmndPFAS,nMeFOSAA,nMeFOSAA concentration - dry mass,0,10e-6g/kg,,,,,,,,Check for data! **New Compound**
Amendment PFAS Concentration,AmndPFAS,PFBSA,PFBSA concentration - dry mass,0,10e-6g/kg,,,,,,,,Check for data! **New Compound**
Amendment PFAS Concentration,AmndPFAS,PFPeS,PFPeS concentration - dry mass,0,10e-6g/kg,,,,,,,,Check for data! **New Compound**
Active composting Input,AComp,is_covered,Is active composting (AC) covered?,0,"1:TRUE,0:FALSE",,,,,,,,User should update based on process design
Active composting Input,AComp,bulk_dens,Wet bulk density (AC pile),530,kg/m3,4,,,,470,600,[48],
Active composting Input,AComp,wind_ht,Windrow height (AC pile),2.5,m,4,,,,1.2,2.7,[48],
Active composting Input,AComp,wind_wid,Windrow width (AC pile),4.5,m,4,,,,3,6,[48],
Active composting Input,AComp,frac_C_lost,Fraction of organic C lost during AC,0.5,kg C loss/kg C,4,,,,0.4,0.8,[22],
Active composting Input,AComp,ts_end,Total solids content at the end of AC,0.55,kg TS/kg,4,,,,0.5,0.6,[48],
Active composting Input,AComp,frac_sol_to_cw,Fraction of solids in contact water (AC),0,fraction,,,,,,,,
Active composting Input,AComp,sol_loss_per_C_loss,Total solids loss per loss per C loss (AC),2,kg TS/kg C,,,,,1.8,2.2,"[64,24]",
Active composting Input,AComp,is_cw_col,Is AC contact water collected?,1,"1:TRUE,0:FALSE",,,,,,,,User should update based on process design.
Active composting Input,AComp,frac_cw_col,Fraction contact water collection during AC,0.98,fraction,,,,,,,,
Active composting Input,AComp,ac_time,Activate composting time,70,days,,,,,,,[48],
Curing Input,Curing,frac_C_lost,Fraction of organic C lost during curing,0.1,kg C/kg C,4,,,,0.05,0.2,[42],
Curing Input,Curing,ts_end,Total solids content at the end of curing,0.65,kg TS/kg,4,,,,0.6,0.7,[42],
Curing Input,Curing,bulk_dens,Wet bulk density of curing pile,530,kg/m3,4,,,,470,600,[48],
Curing Input,Curing,wind_ht,Windrow height of curing pile,2,m,4,,,,1.5,2.4,[48],
Curing Input,Curing,wind_wid,Windrow width of curing pile,4,m,4,,,,3,5,[48],
Curing Input,Curing,sol_loss_per_C_loss,Total solids loss per loss per C loss (Curing),2,kg TS/kg C,4,,,,1.8,2.2,,
Curing Input,Curing,curing_time,Curing composting time,30,days,,,,,,,[48],
Precipitation Data,Precip,ann_precip,Annual precipitation rate,1.13,m/yr,,,,,,,,
Volatilization,Volatilization,frac_vol_loss,Fraction of PFAS lost to volatilization,0,,,,,,,,,Assume no volatilization 
Screen,Screen,frac_rmvd,Fraction of incoming feedstock removed by screen,0,fraction,,,,,,,,
